Customer_ID,Age,Income,Gender,Region,Marketing_Channel,Campaign_Type,Device_Type,Ad_Spend,Website_Visits,Email_Clicks,Time_on_Site_Minutes,Past_Purchases,Discount_Offered,Purchased
2092,26,77460.9,Male,West,Search Ads,Seasonal Promo,Tablet,236.84,7,4,6.11,1,5,0
2093,56,80237.69,Male,West,Display Ads,Seasonal Promo,Desktop,196.43,12,0,0.16,2,20,0
2094,48,60366.48,Male,East,Email,Brand Awareness,Mobile,165.6,5,1,3.52,4,5,0
2095,49,64814.96,Female,South,Email,Product Launch,Mobile,222.6,9,3,7.47,1,0,0
2096,58,75033.54,Male,North,Social Media,Brand Awareness,Mobile,143.56,14,3,5.9,1,0,0
2097,67,83403.83,Female,West,Social Media,Seasonal Promo,Desktop,195.96,7,5,7.21,4,0,0
2098,29,30725.96,Female,West,Display Ads,Seasonal Promo,Desktop,131.11,13,5,4.77,3,10,1
2099,25,40268.38,Male,West,Display Ads,Product Launch,Tablet,172.26,13,5,3.34,3,10,1
2100,25,79641.66,Female,East,Social Media,Brand Awareness,Desktop,174.33,8,5,6.83,3,10,1
2101,67,55846.66,Male,North,Email,Brand Awareness,Mobile,150.79,8,0,7.36,0,20,0
2102,45,49924.19,Female,West,Social Media,Seasonal Promo,Mobile,255.03,12,3,5.22,0,15,1
2103,37,41187.59,Male,West,Email,Product Launch,Tablet,250.9,10,1,6.41,1,0,0
2104,64,51674.75,Male,East,Email,Product Launch,Mobile,265.7,7,2,6.11,1,5,0
2105,24,38964.46,Female,East,Search Ads,Seasonal Promo,Mobile,190.61,13,4,6.66,2,10,1
2106,28,91366.41,Female,South,Search Ads,Brand Awareness,Mobile,178.32,12,2,3.56,3,5,0
2107,37,59663.46,Male,South,Display Ads,Brand Awareness,Tablet,240.18,9,3,5.98,1,15,0
2108,33,59130.74,Female,North,Email,Product Launch,Tablet,206.42,6,3,4.8,3,15,0
2109,21,68821.15,Male,South,Social Media,Product Launch,Mobile,206.18,9,3,6.9,1,5,0
2110,23,74435.18,Male,North,Email,Seasonal Promo,Mobile,72.81,5,3,4.84,2,10,0
2111,39,74188.32,Female,South,Display Ads,Product Launch,Desktop,237.83,5,2,6.04,1,10,0
2112,43,76104.33,Male,West,Email,Brand Awareness,Desktop,231.2,11,2,5.39,2,10,0
2113,20,50537.32,Female,South,Email,Brand Awareness,Mobile,199.73,6,1,1.96,0,15,0
2114,58,55532,Male,West,Display Ads,Product Launch,Desktop,240.79,9,5,5.76,1,0,0
2115,59,71535.47,Male,North,Email,Seasonal Promo,Mobile,230.09,14,3,2.47,2,0,1
2116,31,52089.16,Male,South,Search Ads,Brand Awareness,Mobile,165.17,15,3,6.58,0,15,1
2117,28,59923.4,Female,South,Display Ads,Brand Awareness,Desktop,189.01,7,1,6.51,2,0,0
2118,35,65981.46,Male,South,Search Ads,Seasonal Promo,Tablet,149.61,9,1,3.62,0,20,0
2119,29,71777.78,Male,West,Display Ads,Product Launch,Tablet,273.11,13,2,2.69,3,5,0
2120,40,33334.79,Female,West,Email,Brand Awareness,Tablet,248.86,7,3,4.44,3,20,1
2121,29,70721.18,Male,South,Search Ads,Brand Awareness,Mobile,159.3,16,2,4.97,5,5,1
2122,30,56494.14,Female,North,Search Ads,Seasonal Promo,Mobile,230.94,8,3,5.35,2,20,0
2123,42,70611.87,Female,West,Social Media,Product Launch,Tablet,213.93,10,1,0.64,2,10,0
2124,62,71653.98,Female,East,Search Ads,Seasonal Promo,Tablet,165.7,5,2,4.35,2,20,0
2125,68,84118.73,Male,North,Search Ads,Seasonal Promo,Tablet,206.22,8,0,6.08,1,5,0
2126,36,80301.8,Female,North,Email,Product Launch,Mobile,242.92,9,9,1.66,3,5,1
2127,63,80198.57,Male,North,Search Ads,Brand Awareness,Mobile,247,2,4,4.95,4,15,0
2128,53,81655.05,Female,West,Search Ads,Seasonal Promo,Desktop,316.6,12,2,5.9,2,5,0
2129,62,64370.68,Male,South,Search Ads,Brand Awareness,Desktop,204.71,12,0,4.06,3,10,0
2130,25,60482.78,Female,South,Email,Brand Awareness,Desktop,188.11,15,4,5.17,0,5,1
2131,46,73092.26,Female,East,Display Ads,Brand Awareness,Tablet,228.11,8,0,3.79,4,5,0
2132,49,70981.21,Female,South,Email,Brand Awareness,Mobile,190.85,9,3,5.86,1,0,0
2133,68,55364.01,Male,East,Search Ads,Seasonal Promo,Desktop,170.75,8,1,6.05,4,10,0
2134,61,66072.35,Female,East,Display Ads,Product Launch,Desktop,153.71,7,4,4.78,2,20,1
2135,35,59473.55,Male,South,Email,Brand Awareness,Desktop,28.62,11,4,1.31,3,0,1
2136,23,47191.01,Male,East,Email,Brand Awareness,Desktop,236.74,17,2,3.1,2,5,1
2137,35,79356.91,Male,North,Display Ads,Brand Awareness,Tablet,118.1,9,2,7.8,1,0,0
2138,36,60827.99,Male,North,Social Media,Product Launch,Mobile,156.01,9,4,0.33,0,0,0
2139,39,90730.62,Male,North,Search Ads,Brand Awareness,Mobile,214.62,17,6,7.22,2,5,1
2140,54,35617.62,Male,West,Social Media,Product Launch,Mobile,183.92,11,0,4.35,3,10,0
2141,49,51648.32,Female,East,Search Ads,Seasonal Promo,Desktop,307.46,3,3,5.91,1,5,0
2142,58,60489.58,Female,East,Search Ads,Product Launch,Tablet,124.54,5,6,5.08,1,0,0
2143,20,77060.72,Male,North,Social Media,Brand Awareness,Tablet,311.94,10,7,5.37,2,10,1
2144,45,65992.04,Male,West,Social Media,Seasonal Promo,Tablet,269.03,7,3,5.74,1,10,0
2145,27,64657.09,Female,South,Search Ads,Product Launch,Mobile,245.45,12,4,5.15,0,10,1
2146,68,43091.04,Female,North,Display Ads,Brand Awareness,Mobile,271.97,11,4,4.82,1,10,1
2147,52,42645.88,Male,West,Display Ads,Seasonal Promo,Tablet,220.23,12,1,9.89,5,5,0
2148,46,64837.57,Female,South,Social Media,Seasonal Promo,Desktop,114.84,6,8,4.75,2,10,1
2149,32,39538.41,Male,West,Social Media,Product Launch,Mobile,225.74,12,1,5.58,7,10,1
2150,50,52021.83,Female,South,Email,Brand Awareness,Mobile,125.97,13,4,5.74,4,0,1
2151,24,67513.76,Female,East,Display Ads,Product Launch,Desktop,173.58,8,3,4.68,3,20,1
2152,29,45265.14,Female,East,Display Ads,Seasonal Promo,Desktop,196.1,10,3,3.9,2,5,0
2153,66,84080.34,Female,West,Search Ads,Seasonal Promo,Mobile,154.45,10,2,4.85,3,20,0
2154,47,78359.05,Female,West,Email,Brand Awareness,Desktop,247.3,11,5,5.49,1,0,0
2155,38,36428.7,Male,South,Search Ads,Seasonal Promo,Desktop,189.31,13,3,6.25,2,10,1
2156,48,46014.43,Male,West,Email,Brand Awareness,Desktop,220.47,13,0,6.67,4,5,0
2157,41,25713.34,Female,West,Display Ads,Product Launch,Desktop,199.53,6,1,1.95,4,10,0
2158,37,48261.13,Male,South,Search Ads,Seasonal Promo,Desktop,206.31,14,4,4.52,2,20,1
2159,54,71495.83,Male,South,Email,Seasonal Promo,Tablet,155.66,9,5,2.85,1,0,0
2160,21,53791.58,Female,East,Search Ads,Brand Awareness,Mobile,141.3,6,3,2.92,3,10,0
2161,45,66911.96,Male,North,Email,Brand Awareness,Tablet,192.31,8,3,2.15,1,0,0
2162,61,37164.99,Male,West,Social Media,Product Launch,Tablet,151.69,11,2,7.78,1,0,0
2163,37,71969.63,Female,South,Search Ads,Brand Awareness,Tablet,269.68,11,1,4.2,0,20,0
2164,41,51673.36,Male,East,Social Media,Seasonal Promo,Mobile,131.18,13,4,6.49,0,5,1
2165,67,60182.55,Female,North,Email,Product Launch,Mobile,316.85,14,1,7.14,1,5,0
2166,66,58606.88,Female,West,Search Ads,Product Launch,Mobile,215.1,11,3,1.41,2,0,0
2167,68,40926.77,Male,East,Email,Product Launch,Tablet,203.47,7,5,5.5,1,15,1
2168,49,42703.74,Female,North,Email,Brand Awareness,Mobile,172.99,17,0,0.5,3,15,1
2169,58,74516.92,Male,West,Social Media,Brand Awareness,Tablet,232.85,11,1,8.16,4,20,1
2170,53,65984.88,Male,East,Search Ads,Seasonal Promo,Desktop,189.79,6,5,5.31,2,15,0
2171,51,75750.74,Female,West,Display Ads,Product Launch,Mobile,215.02,8,3,6.26,2,15,0
2172,53,64869.87,Male,North,Email,Product Launch,Desktop,242.09,7,2,4.85,5,5,0
2173,19,62144.86,Male,South,Social Media,Product Launch,Tablet,233.47,14,3,4.42,2,0,0
2174,32,34109.84,Male,East,Display Ads,Seasonal Promo,Mobile,261.99,12,3,3.69,3,15,1
2175,51,55944.5,Male,North,Social Media,Brand Awareness,Mobile,226.89,13,2,6.16,0,10,0
2176,53,59589.24,Male,West,Social Media,Product Launch,Desktop,152.44,14,3,7.97,5,5,1
2177,23,89296.61,Male,North,Social Media,Brand Awareness,Tablet,96.01,13,5,5.37,1,20,1
2178,56,70304.35,Male,North,Email,Brand Awareness,Tablet,210.55,8,2,4.56,4,20,0
2179,59,83040.92,Female,South,Display Ads,Brand Awareness,Mobile,211.27,4,7,6.82,1,10,0
2180,68,68963.07,Male,East,Email,Brand Awareness,Mobile,296.3,6,2,8.56,1,5,0
2181,68,49330.45,Female,North,Email,Brand Awareness,Mobile,194.21,11,3,5.93,1,20,1
2182,29,61756.86,Female,South,Search Ads,Seasonal Promo,Mobile,218.72,6,4,1.17,2,0,0
2183,20,63543.35,Male,South,Display Ads,Brand Awareness,Mobile,238.86,14,2,2.94,3,20,1
2184,62,45912.67,Female,South,Search Ads,Product Launch,Tablet,225.67,8,4,1.83,2,15,1
2185,35,54234.19,Female,West,Social Media,Product Launch,Mobile,242.2,11,5,5.13,1,10,1
2186,57,56913.5,Female,South,Display Ads,Product Launch,Desktop,159.09,7,4,1.46,0,15,0
2187,38,84084.3,Male,South,Display Ads,Seasonal Promo,Mobile,151.18,9,6,4.8,2,10,1
2188,32,28788.89,Female,South,Email,Brand Awareness,Mobile,185.97,9,5,7.88,3,10,1
2189,50,78087.28,Female,South,Social Media,Product Launch,Tablet,91.3,8,0,4.36,2,15,0
2190,52,45948.07,Female,East,Email,Product Launch,Tablet,198.02,10,2,2.24,2,20,1
2191,43,39418.81,Female,East,Search Ads,Product Launch,Tablet,167.02,7,4,4.91,1,0,0
2192,25,77699.13,Female,South,Social Media,Brand Awareness,Desktop,216.11,10,1,4.27,1,10,0
2193,53,70978.47,Female,North,Email,Product Launch,Tablet,186.75,11,4,2.1,3,15,1
2194,65,78817.78,Male,West,Email,Brand Awareness,Mobile,149.23,10,3,3.28,3,10,1
2195,47,72010.53,Female,North,Email,Product Launch,Tablet,265.54,14,1,5.36,3,5,1
2196,40,90897.68,Female,North,Social Media,Product Launch,Desktop,204.13,11,3,5.89,3,5,0
2197,59,68380.86,Male,South,Search Ads,Brand Awareness,Mobile,243.14,10,4,4.86,3,15,1
2198,61,57652.84,Male,North,Display Ads,Product Launch,Mobile,209.18,11,4,6.7,2,0,0
2199,31,65143.9,Female,East,Email,Seasonal Promo,Desktop,223.2,13,3,6.31,4,15,1
2200,31,78652.04,Female,East,Social Media,Brand Awareness,Tablet,131.95,15,3,5.05,5,15,1
2201,19,48309.37,Male,West,Display Ads,Product Launch,Tablet,263.91,10,1,4.02,1,0,0
2202,54,50221.67,Female,East,Email,Seasonal Promo,Tablet,243.93,9,1,4.91,2,15,0
2203,22,55365.6,Female,East,Social Media,Seasonal Promo,Tablet,199.06,7,0,2.72,2,15,0
2204,55,28431.26,Male,South,Search Ads,Brand Awareness,Desktop,214.4,7,3,6.1,2,20,0
2205,62,62071.18,Female,East,Email,Product Launch,Desktop,250.13,13,4,3.67,3,15,1
2206,58,31708.07,Male,North,Social Media,Brand Awareness,Tablet,181.4,11,2,4.07,1,10,0
2207,64,60795.89,Female,North,Email,Seasonal Promo,Desktop,120.85,14,2,3.54,4,10,1
2208,31,72979.35,Female,East,Social Media,Seasonal Promo,Mobile,182.34,8,0,4.38,0,20,0
2209,56,52846.85,Male,West,Search Ads,Brand Awareness,Tablet,207.62,8,3,2.04,0,10,0
2210,42,85156.74,Male,West,Search Ads,Brand Awareness,Mobile,198.38,9,0,3.04,0,20,0
2211,37,38092.49,Female,West,Social Media,Product Launch,Mobile,265.88,11,3,6.33,2,10,0
2212,19,77868.91,Female,East,Display Ads,Seasonal Promo,Mobile,152,11,3,7.88,1,20,1
2213,56,70127.06,Female,West,Search Ads,Brand Awareness,Tablet,158.34,14,4,4.8,1,15,1
2214,23,34259.5,Male,East,Email,Seasonal Promo,Tablet,147.1,7,1,9,1,0,0
2215,34,100661.91,Male,North,Search Ads,Brand Awareness,Tablet,221.44,12,3,4.21,3,20,1
2216,42,59043.82,Male,West,Email,Product Launch,Desktop,123.7,6,6,6.92,2,10,0
2217,45,46837.74,Male,West,Search Ads,Seasonal Promo,Tablet,237.19,14,1,3.32,1,0,0
2218,19,38893.69,Male,West,Search Ads,Product Launch,Mobile,153.36,10,2,4.59,2,10,0
2219,52,56699.73,Male,North,Email,Product Launch,Tablet,161.34,9,4,5.02,1,15,0
2220,54,58088.9,Female,East,Search Ads,Seasonal Promo,Desktop,288.51,12,3,1.58,2,15,1
2221,22,61539.68,Male,North,Email,Brand Awareness,Tablet,261.63,15,2,7.26,1,20,1
2222,18,55533.06,Male,North,Email,Product Launch,Desktop,205.96,10,2,5.58,2,20,1
2223,57,69498.38,Male,South,Search Ads,Product Launch,Mobile,134.45,10,3,4.74,0,0,0
2224,29,54185.55,Male,West,Search Ads,Seasonal Promo,Mobile,300.72,9,3,3.04,1,5,0
2225,53,30975.54,Female,East,Email,Seasonal Promo,Mobile,190.18,11,4,4.23,8,10,1
2226,62,57759.58,Male,East,Social Media,Seasonal Promo,Mobile,212.38,10,2,6.05,2,10,0
2227,40,24487.84,Female,South,Search Ads,Product Launch,Mobile,245.6,7,1,5.36,2,5,0
2228,64,65306.56,Male,South,Display Ads,Brand Awareness,Mobile,101.86,10,3,2.29,0,5,0
2229,48,45310.5,Female,North,Search Ads,Brand Awareness,Desktop,168,12,1,5.64,2,5,0
2230,28,62450.41,Male,South,Social Media,Seasonal Promo,Mobile,196.6,8,4,6.21,1,10,0
2231,27,79711.12,Male,East,Social Media,Product Launch,Tablet,206.54,11,4,3.77,0,0,0
2232,20,45768.77,Male,East,Search Ads,Product Launch,Desktop,134.82,8,3,6.48,0,0,0
2233,31,75918.84,Male,East,Search Ads,Product Launch,Desktop,216.32,7,3,5.97,1,15,0
2234,33,53499.16,Female,North,Display Ads,Seasonal Promo,Tablet,201.69,13,3,0.32,0,10,1
2235,27,86297.92,Female,West,Search Ads,Product Launch,Tablet,283.37,6,3,7.66,3,20,0
2236,46,54522.71,Male,West,Social Media,Product Launch,Tablet,250.01,17,5,3.61,3,10,1
2237,27,47392.61,Male,North,Display Ads,Brand Awareness,Tablet,186.54,11,4,7.01,3,20,1
2238,29,70308.58,Female,East,Search Ads,Seasonal Promo,Tablet,190.2,10,0,1.9,2,10,0
2239,47,53463.15,Female,East,Display Ads,Seasonal Promo,Mobile,250.72,6,3,6.2,3,15,0
2240,58,47378.26,Female,North,Display Ads,Seasonal Promo,Desktop,214.18,14,3,7.68,6,10,1
2241,18,52832.4,Male,North,Social Media,Product Launch,Tablet,131.44,7,3,1.62,4,10,0
2242,22,59330.9,Female,South,Social Media,Product Launch,Tablet,304.69,9,5,7.52,6,5,1
2243,37,80132.7,Male,North,Email,Brand Awareness,Desktop,150.51,10,4,0.83,3,20,1
2244,25,30988.68,Male,West,Social Media,Seasonal Promo,Desktop,323.95,6,4,5.79,2,0,0
2245,60,60346.21,Female,North,Email,Product Launch,Mobile,221.4,6,3,3.85,2,5,0
2246,29,69373.55,Male,East,Social Media,Brand Awareness,Desktop,168.23,6,1,2.37,3,15,0
2247,18,62901.73,Male,East,Social Media,Product Launch,Tablet,81.65,6,2,2.88,0,0,0
2248,37,79647.98,Female,East,Email,Product Launch,Desktop,238.84,12,2,4.4,2,10,0
2249,45,58884.82,Male,West,Email,Seasonal Promo,Tablet,122.48,11,7,9.53,2,0,1
2250,60,57231.73,Female,West,Email,Seasonal Promo,Desktop,217.86,9,3,4.62,2,0,0
2251,54,68884.94,Female,South,Display Ads,Product Launch,Desktop,296.68,9,2,5.15,1,10,0
2252,64,61489.71,Female,North,Email,Product Launch,Mobile,143.12,10,4,3.09,2,15,1
2253,54,54143.87,Male,South,Display Ads,Product Launch,Tablet,236.9,8,5,2.06,3,5,0
2254,29,67742.16,Female,North,Display Ads,Product Launch,Mobile,159.42,9,3,3.96,1,20,1
2255,54,50212.08,Female,North,Email,Product Launch,Mobile,256.66,10,3,8.02,2,15,1
2256,66,50832.34,Male,West,Email,Seasonal Promo,Tablet,203.29,8,4,2.56,0,10,0
2257,66,52080.09,Male,East,Email,Seasonal Promo,Desktop,199.05,9,5,9.88,1,20,1
2258,61,80296.04,Female,North,Social Media,Product Launch,Mobile,260.36,8,4,3.94,2,15,0
2259,45,11684.75,Male,West,Social Media,Product Launch,Desktop,231.26,9,3,8.27,2,15,0
2260,64,65933.98,Male,South,Email,Seasonal Promo,Desktop,159.77,11,1,6.61,1,10,0
2261,32,60514.08,Male,East,Search Ads,Product Launch,Mobile,289.36,8,3,5.39,5,5,0
2262,23,34786.94,Male,South,Email,Seasonal Promo,Mobile,123.21,12,2,6.11,4,10,1
2263,61,64645.9,Male,South,Search Ads,Seasonal Promo,Mobile,213.78,17,0,4.68,4,5,1
2264,37,67136.28,Female,West,Social Media,Seasonal Promo,Desktop,158.86,9,2,2.52,2,0,0
2265,67,68844.59,Female,East,Social Media,Seasonal Promo,Tablet,125.64,8,1,4.34,3,20,0
2266,31,20222.58,Female,North,Search Ads,Brand Awareness,Tablet,143.29,14,5,4.44,0,20,1
2267,19,80495.84,Male,South,Social Media,Product Launch,Mobile,197.54,7,3,3.66,2,15,0
2268,26,48933.95,Male,North,Email,Product Launch,Desktop,217.49,3,2,5.95,1,15,0
2269,54,70298.52,Female,East,Search Ads,Product Launch,Mobile,252.95,8,5,5.24,2,10,0
2270,37,71116.11,Female,West,Search Ads,Seasonal Promo,Desktop,273.8,7,0,8.02,0,5,0
2271,43,46849.54,Female,West,Display Ads,Seasonal Promo,Tablet,213.88,13,4,7.04,1,10,1
2272,46,69906.9,Male,West,Social Media,Seasonal Promo,Tablet,177.84,6,3,4.58,4,0,0
2273,18,54217.6,Female,North,Search Ads,Product Launch,Mobile,251.95,14,2,4.69,2,0,0
2274,52,28929.34,Male,North,Search Ads,Seasonal Promo,Mobile,169.27,7,3,5.44,1,5,0
2275,23,77516.13,Female,East,Search Ads,Brand Awareness,Tablet,120.22,8,4,5.9,0,10,0
2276,54,48374.33,Female,North,Social Media,Product Launch,Desktop,246.95,14,4,7.54,1,15,1
2277,22,47182.6,Male,West,Search Ads,Brand Awareness,Tablet,266.2,14,3,1.79,1,20,1
2278,50,53954.01,Male,South,Search Ads,Brand Awareness,Desktop,158.91,10,3,4.95,1,10,0
2279,66,64083.55,Female,South,Email,Product Launch,Mobile,298.04,12,2,5.51,1,5,0
2280,68,59140.94,Female,South,Email,Brand Awareness,Tablet,229.15,11,3,5.41,0,10,1
2281,31,68221,Female,West,Display Ads,Brand Awareness,Mobile,221.7,10,3,3.14,0,10,0
2282,29,39907.66,Male,North,Search Ads,Seasonal Promo,Tablet,174.17,10,5,6.91,1,0,0
2283,59,48864.2,Male,South,Social Media,Brand Awareness,Mobile,250.86,10,1,4.92,2,10,0
2284,37,58260.04,Female,North,Display Ads,Seasonal Promo,Tablet,123.78,9,2,3.44,4,15,0
2285,67,88468.31,Female,North,Display Ads,Brand Awareness,Tablet,183.01,9,3,3.29,4,10,1
2286,41,58292.81,Female,West,Display Ads,Product Launch,Mobile,163.34,16,5,2.48,6,0,1
2287,60,76278.33,Male,North,Search Ads,Product Launch,Tablet,134.55,11,3,2.82,4,10,1
2288,51,60578.33,Female,North,Display Ads,Product Launch,Tablet,243.15,9,1,3.72,1,0,0
2289,42,52745.12,Female,West,Social Media,Product Launch,Tablet,217.06,11,4,4.72,1,15,1
2290,67,56299.13,Male,East,Email,Seasonal Promo,Tablet,240.23,13,2,2.22,2,20,1
2291,46,57473.7,Female,South,Email,Brand Awareness,Mobile,186.08,12,1,6.53,3,10,0
2292,56,69054.69,Female,South,Search Ads,Brand Awareness,Mobile,249.25,7,2,1.46,2,5,0
2293,48,80619.17,Male,North,Social Media,Product Launch,Tablet,203.86,9,1,3.97,3,0,0
2294,64,65395.21,Male,East,Social Media,Seasonal Promo,Tablet,176.39,13,2,4.88,1,0,0
2295,60,77806.17,Female,West,Social Media,Seasonal Promo,Mobile,168.06,9,7,4.76,0,15,1
2296,67,45528.15,Male,North,Search Ads,Product Launch,Tablet,100.85,8,4,8.3,5,10,0
2297,40,53780.54,Male,West,Social Media,Brand Awareness,Desktop,258.22,13,3,5.88,1,0,0
2298,61,49135.46,Male,South,Email,Product Launch,Mobile,252.55,7,4,2.33,3,0,0
2299,55,64716.67,Male,West,Social Media,Brand Awareness,Tablet,346.37,10,3,5.36,3,20,1
2300,37,54615.62,Male,South,Social Media,Product Launch,Desktop,183.27,13,1,2.35,0,20,1
2301,40,70946.59,Male,West,Search Ads,Brand Awareness,Tablet,166.66,8,5,7.41,0,5,0
2302,62,46034.97,Male,West,Display Ads,Seasonal Promo,Tablet,114.93,6,3,0.11,3,20,0
2303,69,60645.46,Female,East,Display Ads,Product Launch,Tablet,248,13,2,3.93,2,10,1
2304,33,70302.87,Male,West,Search Ads,Brand Awareness,Desktop,236.49,14,2,5.17,5,0,0
2305,67,29020.46,Male,North,Search Ads,Brand Awareness,Desktop,277.59,3,0,2.2,2,20,0
2306,59,91824.47,Male,East,Search Ads,Brand Awareness,Mobile,154.17,13,2,6.92,1,0,0
2307,25,55752.72,Male,North,Search Ads,Brand Awareness,Tablet,235.82,7,1,7.33,1,15,0
2308,67,29624.4,Female,West,Social Media,Seasonal Promo,Tablet,173.9,12,6,3.64,2,10,1
2309,38,62371.41,Female,West,Social Media,Brand Awareness,Desktop,267.19,9,1,3.95,2,5,0
2310,18,60501.65,Male,East,Display Ads,Seasonal Promo,Tablet,226.81,12,3,2.93,2,15,1
2311,25,58771.58,Female,South,Search Ads,Brand Awareness,Tablet,122.22,12,7,5.87,0,10,1
2312,46,74867.87,Female,East,Search Ads,Seasonal Promo,Tablet,193.44,13,4,4.37,2,5,1
2313,49,71211.67,Female,South,Social Media,Seasonal Promo,Desktop,102.59,15,1,2.33,2,5,1
2314,55,64468.14,Female,South,Search Ads,Brand Awareness,Tablet,141.84,9,2,8.89,1,20,0
2315,22,66752.33,Female,West,Email,Seasonal Promo,Tablet,144.86,8,6,8.19,3,20,1
2316,64,58434.62,Male,North,Social Media,Product Launch,Mobile,167.95,12,3,8.84,2,10,1
2317,39,86632.36,Male,East,Email,Brand Awareness,Tablet,186.87,15,4,1.61,4,15,1
2318,64,37812.06,Male,East,Social Media,Product Launch,Desktop,208.23,9,3,7.04,2,5,0
2319,51,62094.78,Female,West,Social Media,Seasonal Promo,Desktop,205.73,7,2,5.52,1,10,0
2320,18,60975.37,Male,West,Social Media,Seasonal Promo,Tablet,198.81,12,1,5.71,1,0,0
2321,43,72199.21,Female,East,Display Ads,Product Launch,Mobile,216.62,8,3,2.17,1,20,1
2322,60,47342.19,Male,East,Display Ads,Brand Awareness,Tablet,137.51,10,2,2.87,2,0,0
2323,27,33844.91,Male,North,Social Media,Product Launch,Tablet,203.66,4,3,3.59,1,0,0
2324,47,62352.35,Male,West,Social Media,Seasonal Promo,Tablet,271.72,13,3,4.89,1,20,1
2325,67,64218.46,Male,North,Social Media,Brand Awareness,Desktop,191.71,7,1,4.19,3,20,0
2326,35,82343.99,Female,West,Social Media,Product Launch,Tablet,224.73,14,3,4.82,2,20,1
2327,34,40944.57,Male,West,Search Ads,Product Launch,Desktop,220.08,10,4,3.95,5,15,1
2328,43,77320.41,Male,North,Search Ads,Brand Awareness,Mobile,243.11,8,2,3.15,1,0,0
2329,25,95511.22,Female,South,Search Ads,Product Launch,Tablet,214.36,8,4,5.37,3,15,1
2330,64,54333.53,Female,South,Display Ads,Brand Awareness,Desktop,242.27,6,4,5.11,2,20,0
2331,57,40635.87,Male,South,Email,Brand Awareness,Desktop,225.36,12,2,4.99,6,0,0
2332,66,53895.38,Male,West,Social Media,Product Launch,Desktop,232.86,13,4,6.61,4,0,1
2333,29,60210.07,Female,North,Search Ads,Brand Awareness,Tablet,222.11,12,4,4.52,1,5,1
2334,44,68456.82,Female,South,Search Ads,Brand Awareness,Mobile,149.66,9,1,5.11,2,20,0
2335,25,51129.08,Male,East,Search Ads,Seasonal Promo,Desktop,141.46,8,2,5.12,2,5,0
2336,42,83327.98,Female,South,Social Media,Seasonal Promo,Tablet,182.34,8,1,0.89,1,10,0
2337,63,43282.02,Female,North,Social Media,Seasonal Promo,Desktop,277.58,9,2,6.58,3,10,0
2338,21,33911.92,Male,West,Email,Product Launch,Desktop,191.42,4,4,3.76,2,20,0
2339,50,76600.66,Male,North,Display Ads,Product Launch,Tablet,215.48,15,1,6.01,1,10,1
2340,18,25880.68,Male,West,Email,Product Launch,Desktop,101.63,13,2,5.24,1,15,1
2341,36,56938.05,Female,North,Social Media,Product Launch,Desktop,209.69,8,4,3.35,0,5,0
2342,48,106765.22,Male,North,Email,Brand Awareness,Tablet,204.3,13,1,5.94,1,20,1
2343,33,59819.35,Male,East,Search Ads,Brand Awareness,Mobile,66.33,7,0,2.58,4,5,0
2344,31,43188.49,Male,South,Email,Seasonal Promo,Mobile,214.54,10,2,5.16,4,5,0
2345,65,59139.04,Female,South,Search Ads,Brand Awareness,Mobile,117.45,12,1,4.19,1,10,0
2346,22,59237.99,Male,North,Email,Product Launch,Mobile,163.73,12,6,6.72,1,0,1
2347,58,62409.75,Male,South,Search Ads,Brand Awareness,Tablet,249.72,18,5,7.1,1,15,1
2348,43,69933.94,Female,East,Email,Seasonal Promo,Tablet,207.87,6,2,4.65,1,10,0
2349,45,44413.33,Female,North,Display Ads,Product Launch,Mobile,177.58,8,1,4.42,5,0,0
2350,19,85313.22,Male,South,Email,Brand Awareness,Tablet,173.3,9,2,1.61,3,20,1
2351,67,63676.71,Male,South,Social Media,Seasonal Promo,Mobile,179.1,11,3,3.85,1,5,0
2352,23,70901.91,Male,West,Social Media,Brand Awareness,Desktop,208.04,9,2,4.35,1,5,0
2353,26,50577.76,Female,South,Search Ads,Seasonal Promo,Desktop,139.97,16,3,3.72,3,10,1
2354,50,79295.73,Male,South,Social Media,Seasonal Promo,Desktop,256.22,12,2,5.89,3,10,0
2355,58,56144.21,Male,West,Search Ads,Seasonal Promo,Mobile,142.62,14,2,4.77,2,20,1
2356,42,64163.29,Female,North,Display Ads,Product Launch,Desktop,113.65,8,4,5.89,5,0,0
2357,65,46003.41,Female,North,Social Media,Brand Awareness,Mobile,249.56,15,2,1.96,0,0,0
2358,30,45046.03,Male,East,Social Media,Brand Awareness,Tablet,178.15,15,3,5.32,2,20,1
2359,26,70323.08,Female,West,Search Ads,Product Launch,Desktop,203.52,15,0,4.07,1,10,0
2360,30,53345.9,Male,North,Display Ads,Product Launch,Desktop,232.73,18,4,6.22,2,15,1
2361,48,47192.65,Male,South,Display Ads,Brand Awareness,Desktop,164.03,5,4,6.06,0,20,0
2362,58,50352.25,Female,South,Email,Product Launch,Tablet,206.86,8,2,4.95,4,15,0
2363,28,70484.3,Female,South,Search Ads,Product Launch,Mobile,232.41,9,2,5.89,2,10,0
2364,21,50564.43,Female,East,Search Ads,Brand Awareness,Desktop,282.16,7,2,-1.75,2,15,0
2365,51,58235.18,Female,North,Display Ads,Seasonal Promo,Desktop,174.45,7,0,6.89,1,5,0
2366,55,60225.42,Male,West,Search Ads,Product Launch,Mobile,176.85,7,2,6.71,1,0,0
